"customerID","gender","contract","payment_method","monthly_charges","total_charges","tenure_months","churn_label","churn_value"
"7762-ONLJY","Female","One year","Mailed check","19.7","94.45","6","No","0"
"5795-BKOYE","Female","One year","Bank transfer (automatic)","59.1","4134.7","69","No","0"
"7402-PWYJJ","Female","One year","Electronic check","91.15","4862.5","53","No","0"
"0018-NYROU","Female","Month-to-month","Electronic check","68.95","351.5","5","No","0"
"7501-VTYLJ","Female","Month-to-month","Mailed check","51.55","106.2","2","No","0"
"7608-RGIRO","Male","Two year","Mailed check","24.4","1413","62","No","0"
"0480-BIXDE","Female","Month-to-month","Electronic check","96.8","1743.05","19","No","0"
"5895-QSXOD","Male","Month-to-month","Mailed check","70.05","657.5","9","No","0"
"9814-AOUDH","Male","Two year","Credit card (automatic)","19.5","1050.5","53","No","0"
"6175-IRFIT","Male","Month-to-month","Mailed check","78.75","426.35","5","No","0"
"8760-ZRHKE","Female","One year","Electronic check","69.2","4982.5","71","No","0"
"1622-HSHSF","Female","Month-to-month","Mailed check","19.55","19.55","1","No","0"
"6749-UTDVX","Male","Two year","Electronic check","103.65","7634.8","72","No","0"
"5542-DHSXL","Female","Month-to-month","Mailed check","54.7","235.05","4","No","0"
"9102-OXKFY","Male","Two year","Credit card (automatic)","54.15","3116.15","59","No","0"
"5216-WASFJ","Female","Month-to-month","Electronic check","84.85","2633.4","31","No","0"
"7808-DVWEP","Male","Month-to-month","Bank transfer (automatic)","20","49.65","3","No","0"
"2284-VFLKH","Male","One year","Credit card (automatic)","99.25","4920.8","49","No","0"
"0366-NQSHS","Male","Month-to-month","Mailed check","19.35","46.35","2","No","0"
"3807-BPOMJ","Female","One year","Electronic check","94.75","5276.1","55","No","0"
"3892-NXAZG","Male","Two year","Credit card (automatic)","114.05","8289.2","72","No","0"
"4948-WBBKL","Female","Month-to-month","Bank transfer (automatic)","74.9","2659.45","36","No","0"
"4182-BGSIQ","Female","Month-to-month","Bank transfer (automatic)","19.8","196.75","10","No","0"
"0988-AADSA","Female","Two year","Bank transfer (automatic)","80.85","5824.75","72","No","0"
"9972-NKTFD","Female","Month-to-month","Bank transfer (automatic)","54.65","1517.5","28","No","0"
"3717-LNXKW","Male","Month-to-month","Bank transfer (automatic)","91.7","3479.05","38","No","0"
"5734-EJKXG","Female","One year","Electronic check","118.6","7365.7","61","No","0"
"2207-RYYRL","Male","Two year","Mailed check","24.55","1331.05","52","No","0"
"6729-FZWSY","Male","One year","Mailed check","19.45","1195.95","67","No","0"
"9695-IDRZR","Female","Two year","Credit card (automatic)","116.15","3946.9","34","No","0"
"8144-DGHXP","Female","Two year","Electronic check","80.6","4299.95","54","No","0"
"7814-LEEVE","Female","Month-to-month","Bank transfer (automatic)","20.3","20.3","1","No","0"
"8631-WUXGY","Female","Month-to-month","Electronic check","99.8","4391.25","46","No","0"
"5906-DVAPM","Female","One year","Credit card (automatic)","75","4213.9","55","No","0"
"6654-QGBZZ","Female","Month-to-month","Mailed check","19.9","19.9","1","No","0"
"8348-JLBUG","Male","One year","Credit card (automatic)","80.3","5017.7","64","No","0"
"5641-DMBFJ","Female","Two year","Electronic check","84.3","4916.4","58","No","0"
"9200-NLNPD","Male","One year","Bank transfer (automatic)","54.05","2959.8","56","No","0"
"2664-XJZNO","Male","Two year","Credit card (automatic)","104.9","7559.55","72","No","0"
"3339-EAQNV","Male","One year","Credit card (automatic)","97.25","7133.1","72","No","0"
"0921-OHLVP","Male","Month-to-month","Electronic check","83.05","1799.3","22","No","0"
"8350-NYMVI","Female","Month-to-month","Bank transfer (automatic)","41.1","1597.05","39","No","0"
"1600-DILPE","Female","Month-to-month","Bank transfer (automatic)","45","524.35","12","No","0"
"0536-ESJEP","Male","Two year","Bank transfer (automatic)","74.55","4191.45","54","No","0"
"4654-GGUII","Female","One year","Mailed check","40.2","711.95","18","No","0"
"6478-HRRCZ","Male","One year","Mailed check","70.5","2201.75","32","No","0"
"8510-BBWMU","Female","One year","Mailed check","19.75","806.95","41","No","0"
"6857-TKDJV","Male","Two year","Bank transfer (automatic)","24.65","1620.45","67","No","0"
"2360-RDGRO","Male","Month-to-month","Electronic check","104.25","6812.95","65","No","0"
"0584-BJQGZ","Female","Month-to-month","Bank transfer (automatic)","78.35","1837.9","25","No","0"
"1360-XFJMR","Female","One year","Credit card (automatic)","109.7","7344.45","67","No","0"
"5730-RIITO","Female","Month-to-month","Credit card (automatic)","33.45","1500.25","43","No","0"
"9058-MJLZC","Female","Month-to-month","Electronic check","94.6","2283.15","24","No","0"
"0902-XKXPN","Male","Two year","Bank transfer (automatic)","20.2","1376.5","69","No","0"
"5177-RVZNU","Female","One year","Bank transfer (automatic)","20.3","755.4","37","No","0"
"0056-EPFBG","Male","Two year","Credit card (automatic)","39.4","825.4","20","No","0"
"8993-IZEUX","Male","Month-to-month","Bank transfer (automatic)","69.15","488.65","7","No","0"
"8190-ZTQFB","Male","One year","Electronic check","51.35","2075.1","41","No","0"
"0931-MHTEM","Female","One year","Credit card (automatic)","100.05","5299.65","54","No","0"
"7515-LODFU","Male","Two year","Credit card (automatic)","20.3","1356.3","69","No","0"
"0440-UEDAI","Female","One year","Credit card (automatic)","94.45","5042.75","53","No","0"
"1337-BOZWO","Male","One year","Credit card (automatic)","46.4","812.4","18","No","0"
"0868-VJRDR","Male","Two year","Credit card (automatic)","104.05","6605.55","64","No","0"
"6344-SFJVH","Female","Month-to-month","Credit card (automatic)","24.9","505.95","20","No","0"
"3950-VPYJB","Male","One year","Mailed check","59.6","3509.4","57","No","0"
"8041-TMEID","Male","Two year","Credit card (automatic)","108.5","6991.9","63","No","0"
"7321-ZNSLA","Male","Two year","Mailed check","40.55","590.35","13","No","0"
"6941-KXRRV","Female","One year","Bank transfer (automatic)","58.95","2789.7","48","No","0"
"8727-JQFHV","Male","Two year","Mailed check","20.75","1123.15","57","No","0"
"9475-NNDGC","Male","One year","Bank transfer (automatic)","113.15","7953.25","71","No","0"
"1355-KUSBG","Female","Month-to-month","Electronic check","48.8","349.8","7","No","0"
"3688-FTHLT","Female","Month-to-month","Bank transfer (automatic)","63.05","1067.05","16","No","0"
"0899-LIIBW","Male","Month-to-month","Electronic check","100.85","3527.3","34","No","0"
"1384-RCUXW","Male","Month-to-month","Mailed check","80.55","1248.9","16","No","0"
"5825-XJOCM","Male","One year","Bank transfer (automatic)","64.4","3035.35","48","No","0"
"6848-YLDFR","Male","One year","Credit card (automatic)","75.2","4300.8","58","No","0"
"8125-QPFJD","Female","Two year","Bank transfer (automatic)","84.9","6065.3","72","No","0"
"2320-YKQBO","Female","Month-to-month","Mailed check","19.3","144.95","7","No","0"
"4973-RLZVI","Female","One year","Credit card (automatic)","74.65","2308.6","30","No","0"
"7869-ZYDST","Male","Month-to-month","Credit card (automatic)","59.05","1882.8","31","No","0"
"4501-UYKBC","Female","One year","Credit card (automatic)","69.1","3255.35","46","No","0"
"1215-EXRMO","Male","Two year","Mailed check","20.55","1067.65","50","No","0"
"2305-MRGLV","Male","Month-to-month","Bank transfer (automatic)","76.55","2065.4","28","No","0"
"8404-VIOMB","Female","Two year","Bank transfer (automatic)","62.5","4136.4","66","No","0"
"2359-KLTEK","Female","Month-to-month","Bank transfer (automatic)","94.9","3848","41","No","0"
"5304-EFJLP","Male","Two year","Bank transfer (automatic)","111.65","8022.85","72","No","0"
"2673-ZALNP","Female","One year","Mailed check","19.9","173.15","7","No","0"
"9184-GALIL","Female","Month-to-month","Mailed check","20.45","781.25","38","No","0"
"4393-RYCRE","Male","One year","Electronic check","106.05","4510.8","44","No","0"
"9746-MDMBK","Male","One year","Bank transfer (automatic)","113.45","5317.8","47","No","0"
"3162-ZJZFU","Male","Month-to-month","Electronic check","92.55","4779.45","53","No","0"
"8404-GFGCZ","Male","Month-to-month","Electronic check","65.6","250.1","4","No","0"
"8875-AKBYH","Male","Month-to-month","Electronic check","84.35","1745.2","20","No","0"
"0533-UCAAU","Male","One year","Credit card (automatic)","71.1","4140.1","57","No","0"
"1394-SUIUH","Female","Month-to-month","Electronic check","85.15","3670.5","44","No","0"
"3521-MNKLV","Male","Month-to-month","Mailed check","49.7","1167.8","24","No","0"
"2533-TIBIX","Male","Month-to-month","Bank transfer (automatic)","30.2","469.65","15","No","0"
"5092-STPKP","Female","Month-to-month","Credit card (automatic)","56.35","1381.2","24","No","0"
"0114-PEGZZ","Female","Month-to-month","Electronic check","107.55","3645.5","33","No","0"
"3359-DSRKA","Female","Two year","Mailed check","19.85","1158.85","58","No","0"
"8639-NHQEI","Female","Two year","Bank transfer (automatic)","95.9","6954.15","72","No","0"
"7161-DFHUF","Female","Two year","Mailed check","23.85","1672.1","71","No","0"
"3720-DBRWL","Male","Two year","Credit card (automatic)","83.85","4307.1","51","No","0"
"8565-WUXZU","Male","Two year","Credit card (automatic)","84.8","6141.65","72","No","0"
"4994-OBRSZ","Male","Two year","Bank transfer (automatic)","76.1","1054.8","14","No","0"
"0562-FGDCR","Female","Two year","Mailed check","74.55","5430.65","72","No","0"
"2436-QBZFP","Female","Month-to-month","Electronic check","39.2","849.9","22","No","0"
"3420-YJLQT","Female","Month-to-month","Electronic check","79.55","151.75","2","No","0"
"6040-CGACY","Female","Month-to-month","Mailed check","19.6","299.4","15","No","0"
"6582-PLFUU","Male","Two year","Credit card (automatic)","19.55","1086.75","51","No","0"
"8242-PDSGJ","Male","Two year","Credit card (automatic)","39.15","2692.75","70","No","0"
"0264-CNITK","Female","Two year","Bank transfer (automatic)","20.1","1389.6","71","No","0"
"0089-IIQKO","Female","Month-to-month","Credit card (automatic)","99.95","3767.4","39","No","0"
"7839-NUIAA","Female","Month-to-month","Electronic check","59.8","3641.5","61","No","0"
"6075-QMNRR","Female","Month-to-month","Bank transfer (automatic)","49.75","2535.55","52","No","0"
"5966-EMAZU","Male","One year","Mailed check","108.5","6880.85","64","No","0"
"0440-EKDCF","Male","Two year","Credit card (automatic)","60.15","3753.2","62","No","0"
"4774-HHGGS","Male","Two year","Mailed check","19.05","637.55","30","No","0"
"2055-BFOCC","Male","One year","Bank transfer (automatic)","84","5329.55","63","No","0"
"8180-AKMJV","Female","Month-to-month","Credit card (automatic)","44.55","44.55","1","No","0"
"4298-OYIFC","Male","Month-to-month","Electronic check","103.45","1539.8","15","No","0"
"5566-SOEZD","Male","One year","Credit card (automatic)","80.65","2209.75","27","No","0"
"9842-EFSYY","Female","Month-to-month","Mailed check","57.2","223.75","4","No","0"
"2272-WUSPA","Female","Two year","Electronic check","110.75","7751.7","72","No","0"
"4584-LBNMK","Male","One year","Credit card (automatic)","24.7","1174.35","45","No","0"
"3898-GUYTS","Female","Month-to-month","Electronic check","97.05","4385.05","45","No","0"
"0930-EHUZA","Female","One year","Mailed check","76.35","2606.35","36","No","0"
"9975-SKRNR","Male","Month-to-month","Mailed check","18.9","18.9","1","No","0"
"3703-KBKZP","Male","Month-to-month","Bank transfer (automatic)","74.45","1261.35","16","No","0"
"4973-MGTON","Female","Two year","Credit card (automatic)","84.4","5969.3","71","No","0"
"3682-YEUWS","Male","Month-to-month","Mailed check","24.4","253.9","10","No","0"
"1223-UNPKS","Male","Two year","Mailed check","20.05","400","20","No","0"
"3446-QDSZF","Female","Month-to-month","Credit card (automatic)","55.5","227.35","4","No","0"
"5117-IFGPS","Male","Month-to-month","Electronic check","84.3","2357.75","29","No","0"
"7379-FNIUJ","Male","Month-to-month","Electronic check","100.2","198.5","2","No","0"
"1627-AFWVJ","Female","Two year","Mailed check","19.4","554.25","29","No","0"
"4486-EFAEB","Male","Month-to-month","Electronic check","20.4","251.65","13","No","0"
"0060-FUALY","Female","Month-to-month","Electronic check","94.75","5597.65","59","No","0"
"6954-OOYZZ","Male","Month-to-month","Bank transfer (automatic)","44.35","768.05","18","No","0"
"7088-FBAWU","Female","Month-to-month","Mailed check","74.55","1215.8","17","No","0"
"8313-AFGBW","Male","Two year","Electronic check","73.6","3522.65","47","No","0"
"3097-IDVPU","Male","Month-to-month","Credit card (automatic)","50.1","910.45","19","No","0"
"2197-OMWGI","Female","Two year","Electronic check","53","3656.25","68","No","0"
"2303-PJYHN","Female","Month-to-month","Bank transfer (automatic)","19.85","52","2","No","0"
"9795-VOWON","Male","One year","Credit card (automatic)","24.35","150.85","7","No","0"
"1237-WIYYZ","Female","Month-to-month","Mailed check","19.55","389.25","18","No","0"
"1987-AUELQ","Female","Two year","Credit card (automatic)","25.05","1873.7","71","No","0"
"7852-LECYP","Male","Month-to-month","Credit card (automatic)","93.8","1261","13","No","0"
"4822-LPTYJ","Male","Two year","Bank transfer (automatic)","103.75","7346.2","72","No","0"
"8165-CBKXO","Male","Two year","Credit card (automatic)","56.75","3708.4","66","No","0"
"6527-PZFPV","Male","One year","Credit card (automatic)","20.8","469.65","24","No","0"
"9593-CVZKR","Female","Two year","Mailed check","24.45","1385.85","56","No","0"
"8595-SIZNC","Female","One year","Bank transfer (automatic)","25.6","548.8","22","No","0"
"5236-XMZJY","Female","Month-to-month","Bank transfer (automatic)","59.65","2536.55","42","No","0"
"4827-DPADN","Female","Two year","Bank transfer (automatic)","83.3","6042.7","72","No","0"
"2694-CIUMO","Female","Month-to-month","Credit card (automatic)","79.55","958.25","12","No","0"
"5846-ABOBJ","Male","Two year","Bank transfer (automatic)","24.45","1730.65","71","No","0"
"1439-LCGVL","Female","One year","Mailed check","19.2","459.6","26","No","0"
"0909-SDHNU","Female","Month-to-month","Mailed check","29.8","201.95","7","No","0"
"4647-XXZAM","Female","Month-to-month","Mailed check","45.5","285.2","6","No","0"
"7740-KKCXF","Male","Month-to-month","Credit card (automatic)","30.05","1529.45","51","No","0"
"5360-XGYAZ","Male","Two year","Bank transfer (automatic)","65.65","4664.5","72","No","0"
"3557-HTYWR","Female","Two year","Mailed check","74.05","3496.3","47","No","0"
"8920-NAVAY","Male","One year","Bank transfer (automatic)","110.75","7053.35","62","No","0"
"1699-TLDLZ","Female","Two year","Mailed check","19.7","301.55","16","No","0"
"5600-PDUJF","Male","Month-to-month","Credit card (automatic)","49.5","312.7","6","No","0"
"0567-XRHCU","Female","Two year","Credit card (automatic)","43.95","2960.1","69","No","0"
"2067-QYTCF","Female","Month-to-month","Electronic check","111.15","6953.4","64","No","0"
"7407-SUJIZ","Male","Month-to-month","Mailed check","20.6","541.5","25","No","0"
"9150-KPBJQ","Female","Two year","Credit card (automatic)","19.65","116.85","6","No","0"
"0052-DCKON","Male","One year","Bank transfer (automatic)","115.8","7942.15","66","No","0"
"3654-ARMGP","Female","Two year","Credit card (automatic)","88.65","5321.25","61","No","0"
"9699-UBQFS","Female","Month-to-month","Electronic check","94.5","4156.8","43","No","0"
"9367-TCUYN","Female","Month-to-month","Mailed check","20.1","223.6","12","No","0"
"1261-FWTTE","Male","Month-to-month","Bank transfer (automatic)","34.65","768.45","23","No","0"
"3528-HFRIQ","Male","Month-to-month","Bank transfer (automatic)","52.3","3765.05","71","No","0"
"0708-SJDIS","Female","Month-to-month","Mailed check","65","2157.5","34","No","0"
"2073-QBVBI","Female","One year","Mailed check","35.45","1391.65","41","No","0"
"6928-ONTRW","Female","Two year","Credit card (automatic)","19.7","1379.8","72","No","0"
"3320-VEOYC","Male","Month-to-month","Electronic check","95.6","1273.3","14","No","0"
